X,Y,OBJECTID,fid,word,country_predicted,file_name,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code,icon_url
-64.98348,18.34829,"154",187,UNITED STATES,VIR,Narcotics_in_a_Colombian_Para,NA,"18.34829","-64.98348",VIR,"4796775",Virgin Islands of the United States,A,PCLD,./0.png
-64.98348,18.34829,"155",188,UNITED STATES,VIR,ONDCP_Director's_Visit_to_Colo,NA,"18.34829","-64.98348",VIR,"4796775",Virgin Islands of the United States,A,PCLD,./0.png
-64.98348,18.34829,"156",189,UNITED STATES,VIR,Tirofijo_a_No-Show_at_Openin,NA,"18.34829","-64.98348",VIR,"4796775",Virgin Islands of the United States,A,PCLD,./0.png
-64.98348,18.34829,"157",190,UNITED STATES,VIR,Triple_U.S._Citizen_Killings_P,NA,"18.34829","-64.98348",VIR,"4796775",Virgin Islands of the United States,A,PCLD,./0.png
-64.98348,18.34829,"158",191,UNITED STATES’,VIR,Colombia_Scene_Setter_for_Vis,NA,"18.34829","-64.98348",VIR,"4796775",Virgin Islands of the United States,A,PCLD,./0.png
-76.31747,8.42291,"159",192,URABA,COL,Major_Paramilitary_Offensive_L,Antioquia,"8.42291","-76.31747",COL,"9172240",San Pedro de Uraba,A,ADM2,./0.png
15.2958,40.66415,"160",193,VALLE,ITA,Narcotics_in_a_Colombian_Para,Campania,"40.66415","15.2958",ITA,"8952764",Valle,P,PPL,./0.png
15.2958,40.66415,"161",194,VALLE,ITA,Pastrana_Returns_to_Condemn_Ca,Campania,"40.66415","15.2958",ITA,"8952764",Valle,P,PPL,./0.png
-71.33333,-32.75,"162",197,VALPARAISO,CHL,The_FARC_Not_Very_Nice_People,Valparaíso,"-32.75","-71.33333",CHL,"3868621",Región de Valparaíso,A,ADM1,./0.png
12.4533,41.90225,"163",198,VATICAN,VAT,Human_Rights_NGO_CINEP--First_,NA,"41.90225","12.4533",VAT,"3164670",State of the Vatican City,A,PCLI,./0.png
12.4533,41.90225,"164",199,VATICAN,VAT,Pastrana_Returns_to_Condemn_Ca,NA,"41.90225","12.4533",VAT,"3164670",State of the Vatican City,A,PCLI,./0.png
-66,8,"165",200,VENEZUELA,VEN,"12_August_1999,_Colombia_Kidna",NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"166",201,VENEZUELA,VEN,Ex-commander_of_20th_Intel._Br,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"167",202,VENEZUELA,VEN,GOC_Relieves_Commanders_and_Se,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"168",203,VENEZUELA,VEN,"Massacres_in_Barrancabermeja,_",NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"169",204,VENEZUELA,VEN,Narcotics_in_a_Colombian_Para,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"170",205,VENEZUELA,VEN,Paramilitaries_Massacre_As_Man,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"171",206,VENEZUELA,VEN,Private_CODEL_Meets_with_FARC_,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"172",207,VENEZUELA,VEN,Senator_Dodd's_December_6-8_Vi,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"173",208,VENEZUELA,VEN,Triple_U.S._Citizen_Killings_P,NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-66,8,"174",209,VENEZUELA,VEN,"Visit_to_Cúcuta,_on_Colombian-",NA,"8","-66",VEN,"3625428",Bolivarian Republic of Venezuela,A,PCLI,./0.png
-73.4915,4.07423999999997,"175",210,VILLAVICENCIO,COL,Brig._General_Uscátegui_Detain,Meta,"4.07424","-73.4915",COL,"3665901",Villavicencio,A,ADM2,./0.png
-73.4915,4.07423999999997,"176",211,VILLAVICENCIO,COL,Two_Colombian_Army_Generals_Re,Meta,"4.07424","-73.4915",COL,"3665901",Villavicencio,A,ADM2,./0.png
-120.50147,47.50012,"177",212,WASHINGTON,USA,Ambassador_Meets_with_Defense_,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"178",213,WASHINGTON,USA,AS_Beers_Meets_with_MOD_and_A,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"179",214,WASHINGTON,USA,AS_Koh_and_Defense_Minister_D,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"180",215,WASHINGTON,USA,Colombia_EUM_Feb._1999_MOD_Hu,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"181",216,WASHINGTON,USA,Colombia_Scene_Setter_for_Vis,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"182",217,WASHINGTON,USA,Deputy_Army_Commander_Labels_S,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"183",218,WASHINGTON,USA,EUM_Certification_for_the_Colo,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"184",219,WASHINGTON,USA,Ex-peace_Commissioner_Assassin,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"185",220,WASHINGTON,USA,Narcotics_in_a_Colombian_Para,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"186",221,WASHINGTON,USA,ONDCP_Director's_Visit_to_Colo,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"187",222,WASHINGTON,USA,Post's_UpdatesSuggested_Chang,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"188",223,WASHINGTON,USA,Private_CODEL_Meets_with_FARC_,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"189",224,WASHINGTON,USA,Visit_of_the_Strategy_Subgroup,Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-120.50147,47.50012,"190",225,WASHINGTON,USA,"VP_Bell_Receives_Ambassador,_D",Washington,"47.50012","-120.50147",USA,"5815135",Washington,A,ADM1,./0.png
-78.98935,38.11993,"191",226,WOODROW WILSON CENTER,USA,Ex-peace_Commissioner_Assassin,Virginia,"38.11993","-78.98935",USA,"4794592",Woodrow Wilson Rehabilitation Center,S,BLDG,./0.png
-1,41.58333,"192",227,ZARAGOZA,ESP,Major_Paramilitary_Offensive_L,Aragon,"41.58333","-1",ESP,"3104323",Provincia de Zaragoza,A,ADM2,./0.png
